293,1,2,48.73791468096386,2
290,-1,3,89.39746908165539,1
177,4,8,5.689685580242387,2
390,0,10,73.56707925693782,4
154,-6,8,48.37830869857659,1
399,-10,11,22.28771733367305,3
146,-10,9,96.44207195870504,3
155,-6,9,17.40474468033474,2
161,-4,15,7.7204771573396895,2
397,-6,15,30.881663328310157,4
152,-7,15,44.9138355803733,1
186,7,8,55.43144752438118,4
189,8,11,65.29386634035453,2
205,12,14,71.58573661077638,2
222,16,26,9.598788291605816,1
212,14,29,22.565699919247304,3
354,5,30,65.4912764742074,3
156,-6,28,8.302422369643304,2
175,3,15,23.261288952455445,3
314,18,15,49.2428292067602,1
250,24,18,94.18560898768138,4
275,30,20,96.68130388535528,3
251,24,23,7.796383122996483,4
263,27,25,44.064430812773786,3
268,28,27,5.654071268946411,3
323,31,14,22.512220640393057,3
201,11,11,42.77934243446282,1
325,12,16,95.69418105456447,4
307,20,16,35.2596600610441,3
228,17,16,34.64956164418924,4
184,7,1,37.32904843388221,4
185,7,5,92.98059096745011,4
178,5,2,83.65152318448624,3
170,1,5,10.67262439697143,3
173,2,7,7.038090412164036,3
171,1,7,91.05882587343466,4
165,-2,8,1.924305176570287,2
168,0,5,13.561282429091708,2
295,3,4,92.98416542475465,1
320,17,5,84.7926411392586,2
194,9,1,58.38964737501864,1
200,11,5,97.20162364476901,1
221,16,9,54.6681380844115,3
309,17,7,58.086758881652585,3
245,22,5,97.02901273470994,3
255,26,1,68.92562635370005,1
244,22,1,24.826008794855166,2
247,23,0,70.02302752888573,4
312,26,6,95.45637769764538,4
249,24,6,69.11556050710881,4
234,19,14,33.45093619156207,2
284,32,7,92.02637579654642,4
274,30,3,50.8279734311639,1
326,29,2,3.3150496908953277,4
283,32,-3,17.910072156487313,2
188,8,7,36.82797882792172,1
187,7,16,77.86726297848614,2
182,5,39,53.171742949361395,1
195,9,38,65.96290766530231,1
181,5,34,30.113648654234797,1
308,5,26,3.728265246517839,1
322,4,24,23.43036115324147,2
190,8,14,32.43663596208143,3
386,-4,-1,17.987813261982076,1
388,3,-3,18.872190236857403,4
