168,0,5,19.448669,13.556226250000002
390,0,10,19.050913,13.556226250000002
284,32,7,22.0,13.556226250000002
283,32,-3,20.282084,13.556226250000002
255,26,1,22.0,13.556226250000002
245,22,5,19.461312,13.556226250000002
205,12,14,22.0,13.556226250000002
325,12,16,17.416172,13.556226250000002
256,26,32,11.973156,32.234811666666666
323,31,14,10.331011,28.788121
274,30,3,7.8874,35.62642666666667
275,30,20,14.124855,13.556226250000002
271,29,33,19.907222,13.556226250000002
270,29,31,5.142092,32.234811666666666
326,29,2,4.46923,32.234811666666666
268,28,27,15.792697,13.556226250000002
311,27,32,16.497981,13.556226250000002
264,27,28,17.189446,13.556226250000002
263,27,25,18.079535,13.556226250000002
312,26,6,16.182852,13.556226250000002
250,24,18,16.421437,13.556226250000002
251,24,23,22.0,13.556226250000002
249,24,6,22.0,13.556226250000002
307,20,16,16.066579,13.556226250000002
234,19,14,22.0,13.556226250000002
314,18,15,17.452042,13.556226250000002
228,17,16,15.028252,13.556226250000002
240,21,38,21.384392,13.556226250000002
224,16,38,18.385707,13.556226250000002
246,22,31,14.241684,13.556226250000002
239,21,30,17.602759,13.556226250000002
206,12,39,20.88929,13.556226250000002
235,19,30,16.731282,13.556226250000002
237,20,29,14.116629,35.62642666666667
213,14,31,17.979146,13.556226250000002
223,16,30,12.236698,32.234811666666666
222,16,26,15.526317,32.234811666666666
212,14,29,21.361773,13.556226250000002
221,16,9,6.470865,32.234811666666666
309,17,7,17.277598,13.556226250000002
247,23,0,10.639031,32.234811666666666
244,22,1,11.511826,30.057057
320,17,5,20.972439,13.556226250000002
201,11,11,1.61607,25.1457331
190,8,14,10.759601,32.234811666666666
227,17,3,19.121972,13.556226250000002
189,8,11,14.081838,13.556226250000002
187,7,16,18.848406,13.556226250000002
200,11,5,22.0,13.556226250000002
188,8,7,15.410411,13.556226250000002
186,7,8,8.158936,30.057057
175,3,15,13.104004,35.62642666666667
179,5,10,19.810437,13.556226250000002
185,7,5,17.30687,13.556226250000002
194,9,1,21.860944,13.556226250000002
177,4,8,8.864684,32.234811666666666
184,7,1,19.261138,13.556226250000002
178,5,2,17.397387,13.556226250000002
295,3,4,17.199028,13.556226250000002
173,2,7,20.827718,13.556226250000002
171,1,7,16.725618,13.556226250000002
170,1,5,22.0,13.556226250000002
293,1,2,15.347229,13.556226250000002
388,3,-3,16.608928,13.556226250000002
290,-1,3,20.426554,13.556226250000002
165,-2,8,19.443505,13.556226250000002
386,-4,-1,6.865529,32.234811666666666
161,-4,15,14.449486,13.556226250000002
288,-5,-2,16.401125,13.556226250000002
152,-7,15,13.2416,13.556226250000002
397,-6,15,18.263402,13.556226250000002
155,-6,9,21.704474,13.556226250000002
154,-6,8,8.19355,32.234811666666666
156,-6,28,18.890671,13.556226250000002
195,9,38,9.700088,35.62642666666667
354,5,30,20.642559,13.556226250000002
180,5,33,22.0,13.556226250000002
181,5,34,21.063261,13.556226250000002
182,5,39,21.264059,13.556226250000002
176,3,38,6.329666,32.234811666666666
308,5,26,22.0,13.556226250000002
322,4,24,20.32317,13.556226250000002
352,-3,33,20.448961,13.556226250000002
