399,-10,11,13.556226250000002,1
146,-10,9,13.556226250000002,1
145,-13,16,28.788121,2
149,-9,42,32.234811666666666,2
348,-12,39,13.556226250000002,1
392,-13,39,32.234811666666666,2
350,-20,32,13.556226250000002,1
107,-26,31,32.234811666666666,2
142,-14,24,32.234811666666666,2
144,-13,13,13.556226250000002,1
292,-13,6,13.556226250000002,1
143,-13,5,13.556226250000002,1
296,-12,-1,13.556226250000002,1
291,-10,0,13.556226250000002,1
396,-14,5,13.556226250000002,1
140,-15,15,13.556226250000002,1
141,-15,27,13.556226250000002,1
137,-16,23,13.556226250000002,1
136,-16,12,13.556226250000002,1
139,-15,9,13.556226250000002,1
138,-15,5,32.234811666666666,2
294,-15,-2,13.556226250000002,1
134,-18,27,13.556226250000002,1
133,-18,10,13.556226250000002,1
135,-17,10,13.556226250000002,1
132,-18,-1,13.556226250000002,1
287,-18,0,13.556226250000002,1
387,-19,19,32.234811666666666,2
131,-19,27,13.556226250000002,1
128,-20,27,13.556226250000002,1
127,-20,10,13.556226250000002,1
123,-21,9,13.556226250000002,1
124,-21,20,13.556226250000002,1
122,-22,22,13.556226250000002,1
121,-22,-3,13.556226250000002,1
117,-23,9,30.057057,2
118,-23,23,32.234811666666666,2
113,-24,18,13.556226250000002,1
110,-25,19,13.556226250000002,1
289,-25,-1,35.62642666666667,2
106,-26,-2,13.556226250000002,1
102,-27,17,13.556226250000002,1
103,-27,24,25.1457331,2
104,-27,25,13.556226250000002,1
98,-28,21,32.234811666666666,2
97,-28,6,13.556226250000002,1
91,-29,21,13.556226250000002,1
87,-30,-2,13.556226250000002,1
81,-32,10,32.234811666666666,2
77,-33,-1,13.556226250000002,1
78,-33,17,13.556226250000002,1
75,-34,15,13.556226250000002,1
74,-34,8,35.62642666666667,2
68,-36,4,35.62642666666667,2
67,-36,1,13.556226250000002,1
62,-37,8,13.556226250000002,1
63,-37,9,13.556226250000002,1
58,-38,11,13.556226250000002,1
57,-38,10,13.556226250000002,1
48,-40,14,30.057057,2
51,-40,42,35.62642666666667,2
54,-39,37,13.556226250000002,1
34,-43,36,13.556226250000002,1
65,-37,34,13.556226250000002,1
60,-38,31,32.234811666666666,2
93,-29,41,35.62642666666667,2
88,-30,34,13.556226250000002,1
82,-32,34,13.556226250000002,1
79,-33,33,13.556226250000002,1
92,-29,31,13.556226250000002,1
13,-52,41,13.556226250000002,1
4,-55,39,13.556226250000002,1
3,-55,38,13.556226250000002,1
1,-56,37,13.556226250000002,1
6,-54,33,13.556226250000002,1
2,-55,31,13.556226250000002,1
10,-53,28,32.234811666666666,2
25,-46,27,13.556226250000002,1
50,-40,27,13.556226250000002,1
64,-37,26,13.556226250000002,1
0,-56,26,13.556226250000002,1
16,-50,25,13.556226250000002,1
24,-46,25,28.788121,2
49,-40,25,13.556226250000002,1
71,-35,24,13.556226250000002,1
59,-38,23,13.556226250000002,1
31,-44,21,32.234811666666666,2
23,-46,14,25.1457331,1
44,-41,11,13.556226250000002,1
38,-42,-4,25.1457331,2
12,-52,3,13.556226250000002,1
9,-53,2,13.556226250000002,1
33,-43,4,32.234811666666666,2
39,-42,-2,13.556226250000002,1
43,-41,4,13.556226250000002,1
47,-40,-1,13.556226250000002,1
